Ticker,Nazwa,Kwartały,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów
CTS,CITYSERV,2016/Q2,"8,30%","4,14%","3,22%","3,52%","3,20%","2,89%","19,81%","3,79%"
CTS,CITYSERV,2016/Q3,"5,04%","2,54%","2,87%","2,07%","3,30%","2,93%","19,17%","3,51%"
CTS,CITYSERV,2016/Q4,"2,01%","1,00%","3,07%","0,79%","3,39%","3,17%","18,72%","3,88%"
CTS,CITYSERV,2017/Q1,"2,46%","1,23%","3,04%","0,95%","3,33%","3,32%","18,95%","3,92%"
CTS,CITYSERV,2017/Q2,"5,68%","2,69%","4,15%","1,68%","4,51%","4,32%","20,09%","6,66%"
CTS,CITYSERV,2017/Q3,"5,86%","2,81%","4,75%","1,86%","5,28%","4,56%","22,00%","7,15%"
CTS,CITYSERV,2017/Q4,"11,12%","5,40%","4,93%","3,82%","5,24%","4,93%","24,40%","6,97%"
CTS,CITYSERV,2018/Q1,"10,41%","4,98%","5,22%","3,72%","5,68%","4,83%","25,97%","7,00%"
CTS,CITYSERV,2018/Q2,"11,21%","4,48%","4,96%","3,50%","5,56%","4,58%","27,22%","6,35%"
CTS,CITYSERV,2018/Q3,"12,15%","5,17%","5,01%","3,79%","5,26%","4,88%","27,12%","6,84%"
CTS,CITYSERV,2018/Q4,"7,76%","3,10%","3,35%","2,34%","3,82%","2,82%","25,46%","4,44%"
CTS,CITYSERV,2019/Q1,"6,43%","2,36%","3,01%","1,95%","3,59%","2,39%","25,25%","3,63%"
CTS,CITYSERV,2019/Q2,"5,56%","2,11%","2,29%","1,66%","3,33%","2,03%","24,91%","2,92%"
CTS,CITYSERV,2019/Q3,"3,46%","1,34%","1,73%","1,05%","2,69%","1,32%","24,26%","2,21%"
CTS,CITYSERV,2019/Q4,"2,84%","1,10%","2,00%","0,81%","2,81%","1,39%","25,22%","2,73%"
CTS,CITYSERV,2020/Q1,"3,42%","1,36%","2,93%","1,04%","3,77%","1,78%","26,05%","3,86%"
CTS,CITYSERV,2020/Q2,"6,45%","2,61%","3,93%","1,93%","4,53%","2,85%","26,31%","5,31%"
CTS,CITYSERV,2020/Q3,"9,30%","3,94%","5,22%","2,99%","5,46%","3,99%","26,91%","6,88%"
CTS,CITYSERV,2020/Q4,"10,66%","4,25%","4,18%","3,35%","3,84%","4,79%","26,89%","5,29%"
CTS,CITYSERV,2021/Q1,"9,68%","3,99%","3,05%","3,33%","2,69%","4,58%","25,85%","3,66%"
CTS,CITYSERV,2021/Q2,"7,68%","2,54%","1,46%","1,93%","0,87%","3,25%","25,47%","1,93%"
CTS,CITYSERV,2021/Q3,"-3,05%","-1,03%","-0,96%","-0,78%","-0,79%","0,77%","24,87%","-1,26%"
CTS,CITYSERV,2021/Q4,"-77,62%","-15,58%","-6,40%","-11,30%","-2,29%","-6,30%","22,04%","-8,82%"
CTS,CITYSERV,2022/Q1,"-89,22%","-16,71%","-7,63%","-13,13%","-3,53%","-8,01%","21,62%","-9,71%"
CTS,CITYSERV,2022/Q2,"-92,92%","-20,53%","-9,75%","-17,27%","-4,58%","-12,49%","23,25%","-11,59%"
CTS,CITYSERV,2022/Q3,"-67,09%","-17,84%","-7,79%","-15,08%","-1,90%","-9,04%","23,77%","-9,21%"
CTS,CITYSERV,2022/Q4,"-26,06%","-6,00%","3,51%","-5,52%","5,37%","2,68%","28,68%","3,81%"
CTS,CITYSERV,2023/Q1,"-18,67%","-4,39%","5,56%","-4,57%","7,44%","4,92%","31,16%","5,35%"
CTS,CITYSERV,2023/Q2,"-1,58%","-0,42%","7,76%","-0,34%","8,58%","9,34%","27,51%","9,63%"
CTS,CITYSERV,2023/Q3,"3,56%","1,06%","6,97%","0,88%","7,23%","8,98%","26,32%","8,44%"
CTS,CITYSERV,2023/Q4,"24,63%","7,08%","6,49%","5,78%","6,59%","7,31%","25,93%","7,94%"
CTS,CITYSERV,2024/Q1,"26,48%","8,13%","6,72%","6,15%","6,74%","7,59%","25,65%","8,87%"
CTS,CITYSERV,2024/Q2,"31,71%","10,24%","6,64%","7,68%","7,07%","7,98%","25,67%","8,86%"
CTS,CITYSERV,2024/Q3,"26,73%","9,27%","7,96%","6,95%","7,88%","7,29%","26,13%","10,61%"
CTS,CITYSERV,2024/Q4,"22,68%","7,06%","7,59%","5,92%","7,13%","6,48%","25,91%","9,05%"
CTS,CITYSERV,2025/Q1,"24,21%","7,44%","8,01%","6,44%","7,58%","7,10%","26,49%","9,26%"
CTX,CAPTORTX,2017/Q4,"-125,00%","-3,51%","-28,06%","-37,97%","21,10%","-37,97%","79,96%","-2,60%"
CTX,CAPTORTX,2018/Q4,"-128,88%","-24,48%","-25 812,50%","-27 637,50%","-6 800,00%","-27 637,50%","100,00%","-22,87%"
CTX,CAPTORTX,2019/Q4,"-194,16%","-32,83%",,,,,,"-31,05%"
CTX,CAPTORTX,2020/Q4,"1 264,34%","-49,24%",,,,,,"-47,38%"
CTX,CAPTORTX,2021/Q1,"-360,58%","-63,60%","-3 812,26%","-3 917,92%","-8 315,33%","-3 917,92%","-6 799,29%","-61,89%"
CTX,CAPTORTX,2021/Q2,"-14,87%","-13,18%","-1 365,75%","-1 424,00%","-3 639,61%","-1 424,00%","-1 911,90%","-12,64%"
CTX,CAPTORTX,2021/Q3,"-17,50%","-15,65%","-827,30%","-859,36%","-1 603,47%","-859,36%","-169,56%","-15,07%"
CTX,CAPTORTX,2021/Q4,"-26,23%","-22,69%","-795,51%","-817,16%","-1 268,14%","-817,16%","81,41%","-22,09%"
CTX,CAPTORTX,2022/Q1,"-33,04%","-28,52%","-812,27%","-831,25%","-1 225,29%","-831,27%","77,75%","-27,87%"
CTX,CAPTORTX,2022/Q2,"-37,54%","-33,55%","-849,53%","-853,35%","-1 306,14%","-853,35%","72,14%","-33,40%"
CTX,CAPTORTX,2022/Q3,"-39,74%","-34,25%","-887,80%","-872,64%","-1 387,91%","-872,64%","69,93%","-34,85%"
CTX,CAPTORTX,2022/Q4,"-37,26%","-31,76%","-418,91%","-391,94%","-667,74%","-391,94%","77,21%","-33,95%"
CTX,CAPTORTX,2023/Q1,"-46,93%","-38,30%","-444,57%","-405,05%","-661,20%","-405,05%","76,84%","-42,04%"
CTX,CAPTORTX,2023/Q2,"-105,14%","-74,58%","-578,70%","-538,88%","-661,80%","-538,36%","83,63%","-80,09%"
CTX,CAPTORTX,2023/Q3,"-160,70%","-90,45%","-555,46%","-523,35%","-604,14%","-522,90%","76,16%","-96,00%"
CTX,CAPTORTX,2023/Q4,"-101,97%","-72,55%","-553,11%","-534,69%","-606,93%","-534,25%","52,28%","-75,05%"
CTX,CAPTORTX,2024/Q1,"-110,17%","-78,83%","-416,27%","-407,07%","-451,62%","-406,71%","54,29%","-80,61%"
CTX,CAPTORTX,2024/Q2,"-92,11%","-60,12%","-255,81%","-250,46%","-317,03%","-250,46%","51,97%","-61,41%"
CTX,CAPTORTX,2024/Q3,"-100,10%","-63,68%","-215,71%","-212,61%","-260,48%","-212,61%","57,02%","-64,61%"
CTX,CAPTORTX,2024/Q4,"-59,60%","-43,92%","-246,24%","-242,82%","-282,84%","-242,82%","66,95%","-44,54%"
CTX,CAPTORTX,2025/Q1,"-73,33%","-53,59%","-286,95%","-285,11%","-325,40%","-285,11%","67,10%","-53,94%"
CZERWONA-TOREBKA,CZTOREBKA,2009/Q4,"-1,65%","-1,46%","11,36%","-16,51%","9,69%","-16,01%","47,92%","1,01%"
CZERWONA-TOREBKA,CZTOREBKA,2010/Q4,"4,10%","3,53%","18,15%","17,29%","19,07%","17,54%","36,38%","3,71%"
CZERWONA-TOREBKA,CZTOREBKA,2011/Q4,"10,79%","8,48%","12,78%","58,83%","15,12%","59,10%","50,87%","1,84%"
CZERWONA-TOREBKA,CZTOREBKA,2012/Q4,"5,36%","4,16%","52,67%","39,78%","-14,21%","41,92%","57,53%","5,51%"
CZERWONA-TOREBKA,CZTOREBKA,2013/Q1,"5,86%","4,42%","55,15%","40,46%","-13,14%","42,34%","54,22%","6,02%"
CZERWONA-TOREBKA,CZTOREBKA,2013/Q2,"0,37%","0,28%","14,76%","2,36%","-20,00%","4,11%","50,96%","1,77%"
CZERWONA-TOREBKA,CZTOREBKA,2013/Q3,"-2,13%","-1,62%","-4,31%","-13,57%","-20,34%","-12,27%","42,38%","-0,52%"
CZERWONA-TOREBKA,CZTOREBKA,2013/Q4,"-6,06%","-4,31%","-20,61%","-22,66%","-26,32%","-25,84%","31,66%","-3,92%"
CZERWONA-TOREBKA,CZTOREBKA,2014/Q1,"-11,53%","-7,99%","-32,37%","-33,64%","-33,20%","-36,40%","30,86%","-7,69%"
CZERWONA-TOREBKA,CZTOREBKA,2014/Q2,"-13,99%","-9,37%","-27,98%","-33,04%","-34,61%","-32,14%","30,55%","-7,93%"
CZERWONA-TOREBKA,CZTOREBKA,2014/Q3,"-18,14%","-11,67%","-29,01%","-33,47%","-34,87%","-32,79%","27,71%","-10,12%"
CZERWONA-TOREBKA,CZTOREBKA,2014/Q4,"-19,73%","-11,77%","-15,70%","-56,26%","-34,03%","-20,15%","25,18%","-3,28%"
CZERWONA-TOREBKA,CZTOREBKA,2015/Q1,"-23,58%","-13,52%","-9,54%","-61,38%","-27,37%","-13,46%","21,34%","-2,10%"
CZERWONA-TOREBKA,CZTOREBKA,2015/Q2,"-3,77%","-2,88%","4,55%","-16,26%","-18,75%","-0,11%","17,71%","0,81%"
CZERWONA-TOREBKA,CZTOREBKA,2015/Q3,"-1,38%","-1,06%","33,11%","-12,15%","1,76%","25,68%","17,52%","2,88%"
CZERWONA-TOREBKA,CZTOREBKA,2015/Q4,"-11,26%","-8,43%","-21,52%","-30,97%","6,59%","-31,04%","20,36%","-5,85%"
CZERWONA-TOREBKA,CZTOREBKA,2016/Q1,"-2,23%","-1,68%","-14,68%","-8,61%","22,54%","-27,31%","21,91%","-2,86%"
CZERWONA-TOREBKA,CZTOREBKA,2016/Q2,"-22,22%","-17,42%","-31,19%","-70,76%","15,54%","-36,88%","18,81%","-7,68%"
CZERWONA-TOREBKA,CZTOREBKA,2016/Q3,"-18,69%","-14,70%","-28,64%","-73,68%","21,07%","-33,48%","14,18%","-5,72%"
CZERWONA-TOREBKA,CZTOREBKA,2016/Q4,"-26,32%","-19,42%","-235,78%","-247,90%","-14,64%","-209,87%","12,28%","-18,47%"
CZERWONA-TOREBKA,CZTOREBKA,2017/Q1,"-26,14%","-19,26%","-274,89%","-280,84%","-15,84%","-240,09%","10,29%","-18,85%"
CZERWONA-TOREBKA,CZTOREBKA,2017/Q2,"-34,13%","-25,29%","-380,39%","-402,28%","-15,31%","-365,78%","13,65%","-23,91%"
CZERWONA-TOREBKA,CZTOREBKA,2017/Q3,"-26,96%","-20,18%","-405,13%","-350,58%","-16,30%","-413,45%","12,11%","-23,32%"
CZERWONA-TOREBKA,CZTOREBKA,2017/Q4,"-110,87%","-68,23%","-995,92%","-937,33%","-23,08%","-1 080,79%","7,34%","-72,50%"
CZERWONA-TOREBKA,CZTOREBKA,2018/Q1,"-118,90%","-72,00%","-1 052,69%","-1 022,40%","-22,98%","-1 174,47%","5,26%","-74,13%"
CZERWONA-TOREBKA,CZTOREBKA,2018/Q2,"-114,38%","-66,85%","-8 114,33%","-7 873,44%","-257,07%","-9 167,12%","-48,32%","-68,89%"
CZERWONA-TOREBKA,CZTOREBKA,2018/Q3,"-128,00%","-74,77%","-8 252,49%","-9 002,32%","-247,24%","-9 093,53%","-49,33%","-68,54%"
CZERWONA-TOREBKA,CZTOREBKA,2018/Q4,"-21,43%","-12,22%","-785,97%","-1 755,32%","-253,32%","-1 601,38%","18,66%","-5,47%"
CZERWONA-TOREBKA,CZTOREBKA,2019/Q1,"-17,51%","-9,66%","-627,17%","-1 360,40%","-219,85%","-1 213,61%","21,85%","-4,45%"
CZERWONA-TOREBKA,CZTOREBKA,2019/Q2,"-13,19%","-7,05%","-399,58%","-699,32%","-194,46%","-780,17%","-42,43%","-4,03%"
CZERWONA-TOREBKA,CZTOREBKA,2019/Q3,"-17,69%","-9,22%","-326,29%","-531,62%","-159,44%","-579,66%","-82,00%","-5,66%"
CZERWONA-TOREBKA,CZTOREBKA,2019/Q4,"-29,26%","-13,23%","-731,21%","-797,39%","-149,58%","-869,10%","-93,64%","-12,13%"
CZERWONA-TOREBKA,CZTOREBKA,2020/Q1,"-30,09%","-13,32%","-576,92%","-589,37%","-124,67%","-642,80%","-84,53%","-13,03%"
CZERWONA-TOREBKA,CZTOREBKA,2020/Q2,"-28,10%","-12,33%","-618,77%","-632,27%","-150,03%","-661,79%","-67,34%","-12,06%"
CZERWONA-TOREBKA,CZTOREBKA,2020/Q3,"-9,46%","-4,53%","-852,38%","-361,21%","-206,97%","-406,07%","-28,17%","-10,69%"
CZERWONA-TOREBKA,CZTOREBKA,2020/Q4,"-1,82%","-0,83%","-459,68%","-38,71%","-132,93%","-175,49%","-13,43%","-9,84%"
CZERWONA-TOREBKA,CZTOREBKA,2021/Q1,"-1,18%","-0,54%","-338,23%","-19,03%","-108,08%","-122,09%","6,41%","-9,64%"
CZERWONA-TOREBKA,CZTOREBKA,2021/Q2,"1,17%","0,55%","-100,10%","6,84%","-16,56%","-41,69%","24,73%","-8,04%"
CZERWONA-TOREBKA,CZTOREBKA,2021/Q3,"-8,42%","-4,04%","-71,31%","-44,24%","-11,73%","-87,54%","19,81%","-6,51%"
CZERWONA-TOREBKA,CZTOREBKA,2021/Q4,"16,39%","8,36%","135,35%","106,99%","-5,75%","117,31%","29,12%","10,58%"
CZERWONA-TOREBKA,CZTOREBKA,2022/Q1,"14,15%","7,70%","155,39%","100,92%","-1,56%","112,56%","33,25%","11,85%"
CZERWONA-TOREBKA,CZTOREBKA,2022/Q2,"11,97%","6,61%","409,68%","242,14%","-42,17%","298,65%","35,52%","11,18%"
CZERWONA-TOREBKA,CZTOREBKA,2022/Q3,"8,95%","4,84%","415,86%","202,30%","-30,64%","266,33%","57,15%","9,95%"
CZERWONA-TOREBKA,CZTOREBKA,2022/Q4,"-14,84%","-7,76%","-110,83%","-271,03%","-102,04%","-253,49%","-27,48%","-3,17%"
CZERWONA-TOREBKA,CZTOREBKA,2023/Q1,"-11,01%","-6,46%","-108,41%","-186,99%","-88,73%","-170,70%","-26,21%","-3,75%"
CZERWONA-TOREBKA,CZTOREBKA,2023/Q2,"-11,45%","-6,93%","-55,33%","-107,06%","-45,29%","-95,95%","-7,38%","-3,58%"
CZERWONA-TOREBKA,CZTOREBKA,2023/Q3,"-11,15%","-6,62%","-51,01%","-93,35%","-75,21%","-83,27%","2,93%","-3,62%"
CZERWONA-TOREBKA,CZTOREBKA,2023/Q4,"-12,77%","-7,45%","1,88%","-105,07%","-59,76%","-79,77%","27,43%","0,13%"
CZERWONA-TOREBKA,CZTOREBKA,2024/Q1,"-20,81%","-12,00%","-49,37%","-178,12%","-169,38%","-149,97%","28,86%","-3,32%"
CZERWONA-TOREBKA,CZTOREBKA,2024/Q2,"-12,74%","-7,30%","-111,01%","-219,61%","-356,98%","-232,46%","35,79%","-3,69%"
CZERWONA-TOREBKA,CZTOREBKA,2024/Q3,"-21,10%","-10,49%","-349,32%","-493,15%","-631,95%","-519,41%","-31,33%","-7,43%"
CZERWONA-TOREBKA,CZTOREBKA,2024/Q4,"-15,86%","-7,18%","-544,23%","-412,76%","-834,67%","-582,78%","-25,26%","-9,47%"
CZERWONA-TOREBKA,CZTOREBKA,2025/Q1,"-11,49%","-4,68%","-129,84%","-101,08%","-168,01%","-167,20%","7,45%","-6,01%"
DAD,DADELO,2017/Q4,"-10,79%","-8,37%","-4,58%","-4,92%","-2,74%","-5,02%","24,54%","-7,80%"
DAD,DADELO,2018/Q4,"-13,31%","-11,59%","-5,58%","-5,62%","-2,48%","-5,74%","25,18%","-11,51%"
DAD,DADELO,2019/Q4,"1,16%","0,86%","0,82%","0,43%","2,32%","0,52%","24,82%","1,67%"
DAD,DADELO,2020/Q4,"27,05%","17,99%","8,91%","7,06%","9,88%","8,80%","29,37%","22,70%"
DAD,DADELO,2021/Q1,"5,69%","5,18%","9,62%","7,97%","10,56%","9,89%","31,09%","6,25%"
DAD,DADELO,2021/Q2,"6,31%","5,98%","10,37%","8,37%","11,31%","10,61%","32,96%","7,41%"
DAD,DADELO,2021/Q3,"6,10%","5,84%","9,34%","7,85%","10,32%","9,96%","33,16%","6,95%"
DAD,DADELO,2021/Q4,"5,81%","5,48%","8,63%","7,27%","8,86%","9,07%","32,41%","6,50%"
DAD,DADELO,2022/Q1,"5,09%","4,62%","7,17%","5,93%","7,21%","7,44%","31,63%","5,58%"
DAD,DADELO,2022/Q2,"3,74%","3,33%","4,49%","3,88%","4,33%","4,81%","30,17%","3,85%"
DAD,DADELO,2022/Q3,"3,94%","3,62%","4,44%","3,73%","4,12%","4,63%","29,94%","4,31%"
DAD,DADELO,2022/Q4,"3,70%","3,27%","3,79%","3,34%","3,89%","4,15%","30,49%","3,71%"
DAD,DADELO,2023/Q1,"2,71%","2,18%","2,77%","2,24%","2,87%","3,02%","29,65%","2,70%"
DAD,DADELO,2023/Q2,"3,23%","2,45%","2,53%","2,24%","2,59%","2,83%","28,94%","2,76%"
DAD,DADELO,2023/Q3,"2,29%","1,74%","1,64%","1,39%","1,66%","1,70%","28,23%","2,06%"
DAD,DADELO,2023/Q4,"0,08%","0,06%","0,17%","0,04%","0,27%","0,31%","27,45%","0,22%"
DAD,DADELO,2024/Q1,"2,80%","1,79%","1,96%","1,41%","2,12%","1,85%","28,26%","2,49%"
DAD,DADELO,2024/Q2,"7,43%","4,56%","4,70%","3,46%","4,83%","4,48%","29,94%","6,19%"
DAD,DADELO,2024/Q3,"10,86%","6,68%","6,38%","4,87%","6,59%","6,20%","31,26%","8,76%"
DAD,DADELO,2024/Q4,"9,80%","4,86%","5,37%","4,11%","5,80%","5,13%","31,84%","6,35%"
DAD,DADELO,2025/Q1,"10,71%","4,61%","5,57%","4,19%","5,89%","5,18%","31,80%","6,12%"
DAT,DATAWALK,2011/Q4,"-104,94%","-42,99%","-461,67%","-460,00%","-451,67%","-461,67%",,"-43,15%"
DAT,DATAWALK,2012/Q4,"28,41%","22,85%","30,90%","31,00%","33,18%","31,00%",,"22,78%"
DAT,DATAWALK,2013/Q1,"9,29%","7,31%","9,96%","11,77%","12,55%","10,04%",,"6,18%"
DAT,DATAWALK,2013/Q2,"-3,00%","-2,76%","-6,00%","-4,63%","-3,59%","-5,87%",,"-3,57%"
DAT,DATAWALK,2013/Q3,"-14,52%","-12,85%","-16,81%","-15,76%","-14,55%","-16,70%",,"-13,71%"
DAT,DATAWALK,2013/Q4,"-90,32%","-74,14%","-89,94%","-89,16%","-88,16%","-89,94%",,"-74,79%"
DAT,DATAWALK,2014/Q1,"-61,74%","-56,31%","-161,31%","-160,49%","-159,03%","-161,41%",,"-56,59%"
DAT,DATAWALK,2014/Q2,"-83,15%","-74,47%","-190,93%","-191,51%","-188,61%","-191,51%",,"-74,25%"
DAT,DATAWALK,2014/Q3,"-170,54%","-125,18%","-327,38%","-330,33%","-331,62%","-330,33%",,"-124,06%"
DAT,DATAWALK,2014/Q4,"-88,45%","-75,76%","-487,85%","-492,01%","-483,03%","-494,01%",,"-75,12%"
DAT,DATAWALK,2015/Q1,"-183,55%","-142,45%","-626,14%","-628,92%","-621,24%","-630,88%",,"-141,82%"
DAT,DATAWALK,2015/Q2,"-73,22%","-68,28%","-1 275,66%","-1 284,66%","-1 267,99%","-1 284,39%",,"-67,80%"
DAT,DATAWALK,2015/Q3,"-22,03%","-21,43%","-826,61%","-829,39%","-814,04%","-829,24%",,"-21,36%"
DAT,DATAWALK,2015/Q4,"-27,71%","-26,83%","-599,19%","-588,73%","-597,05%","-587,57%",,"-27,31%"
DAT,DATAWALK,2016/Q1,"-28,33%","-27,37%","-486,40%","-473,85%","-484,77%","-472,88%",,"-28,10%"
DAT,DATAWALK,2016/Q2,"-36,76%","-35,35%","-593,70%","-573,77%","-591,60%","-573,85%",,"-36,57%"
DAT,DATAWALK,2016/Q3,"-39,88%","-38,38%","-652,86%","-626,56%","-650,30%","-626,56%",,"-39,99%"
DAT,DATAWALK,2016/Q4,"-46,91%","-44,03%","-454,09%","-434,63%","-433,54%","-433,49%",,"-46,00%"
DAT,DATAWALK,2017/Q1,"-60,74%","-57,31%","-535,82%","-520,04%","-513,90%","-518,82%",,"-59,05%"
DAT,DATAWALK,2017/Q2,"-69,12%","-63,77%","-388,53%","-381,24%","-371,49%","-380,78%",,"-64,99%"
DAT,DATAWALK,2017/Q3,"-93,31%","-82,44%","-421,12%","-414,55%","-404,06%","-414,59%",,"-83,75%"
DAT,DATAWALK,2017/Q4,"-48,35%","-44,18%","-517,86%","-523,07%","-516,08%","-520,89%",,"-43,74%"
DAT,DATAWALK,2018/Q1,"-63,87%","-57,95%","-536,40%","-536,67%","-534,81%","-534,11%",,"-57,92%"
DAT,DATAWALK,2018/Q2,"-77,97%","-68,49%","-513,56%","-509,99%","-515,76%","-508,13%",,"-68,97%"
DAT,DATAWALK,2018/Q3,"-129,03%","-107,86%","-745,99%","-742,69%","-638,26%","-738,49%",,"-108,34%"
DAT,DATAWALK,2018/Q4,"-171,64%","-147,47%","-800,87%","-794,34%","-639,23%","-791,80%",,"-148,68%"
DAT,DATAWALK,2019/Q1,"-98,12%","-89,53%","-897,84%","-893,97%","-676,76%","-891,75%",,"-89,92%"
DAT,DATAWALK,2019/Q2,"-133,09%","-117,76%","-1 043,50%","-1 039,60%","-758,07%","-1 036,46%",,"-118,20%"
DAT,DATAWALK,2019/Q3,"-151,58%","-123,45%","-552,90%","-551,17%","-431,07%","-550,35%",,"-123,84%"
DAT,DATAWALK,2019/Q4,"-52,68%","-46,29%","-314,69%","-314,46%","-316,66%","-313,98%",,"-46,32%"
DAT,DATAWALK,2020/Q1,"-62,68%","-53,89%","-245,74%","-240,93%","-261,14%","-240,50%",,"-54,96%"
DAT,DATAWALK,2020/Q2,"-50,69%","-41,30%","-107,98%","-107,14%","-129,59%","-105,69%",,"-41,63%"
DAT,DATAWALK,2020/Q3,"-45,74%","-30,33%","-63,50%","-64,15%","-86,78%","-62,86%",,"-30,02%"
DAT,DATAWALK,2020/Q4,"-7,92%","-6,93%","-39,61%","-40,22%","-41,58%","-39,92%",,"-6,82%"
DAT,DATAWALK,2021/Q1,"-10,53%","-9,35%","-44,24%","-43,93%","-45,97%","-43,69%",,"-9,41%"
DAT,DATAWALK,2021/Q2,"-4,13%","-3,63%","-12,53%","-13,13%","-15,28%","-13,34%",,"-3,46%"
DAT,DATAWALK,2021/Q3,"-6,22%","-5,37%","-17,68%","-17,60%","-20,64%","-16,87%",,"-5,39%"
DAT,DATAWALK,2021/Q4,"-2,10%","-1,85%","-18,40%","-5,35%","-21,42%","-16,92%",,"-6,36%"
DAT,DATAWALK,2022/Q1,"-5,51%","-4,74%","-24,40%","-12,47%","-27,73%","-23,27%",,"-9,28%"
DAT,DATAWALK,2022/Q2,"-5 312,87%","-64,67%","-338,15%","-223,92%","-339,28%","-336,45%",,"-97,66%"
DAT,DATAWALK,2022/Q3,"-470,49%","-69,42%","-324,66%","-259,24%","-325,68%","-321,84%",,"-86,94%"
DAT,DATAWALK,2022/Q4,"-397,10%","-105,58%","-388,28%","-350,06%","-372,05%","-384,52%",,"-117,11%"
DAT,DATAWALK,2023/Q1,"-286,52%","-112,91%","-350,98%","-324,78%","-400,71%","-346,18%",,"-122,02%"
DAT,DATAWALK,2023/Q2,"-237,74%","-64,19%","-90,93%","-181,94%","-54,81%","-84,39%",,"-32,08%"
DAT,DATAWALK,2023/Q3,"-233,10%","-60,40%","-111,27%","-157,18%","-65,32%","-104,87%",,"-42,76%"
DAT,DATAWALK,2023/Q4,"-226,79%","-53,87%","-78,26%","-109,26%","-46,89%","-74,29%",,"-38,59%"
DAT,DATAWALK,2024/Q1,"738,60%","-113,97%","-177,22%","-180,74%","-71,82%","-175,65%",,"-111,75%"
DAT,DATAWALK,2024/Q2,"-2 042,66%","-77,02%","-230,44%","-231,70%","-200,64%","-229,72%",,"-76,60%"
DAT,DATAWALK,2024/Q3,"-395,00%","-68,11%","-156,22%","-167,99%","-131,02%","-157,89%",,"-63,34%"
DAT,DATAWALK,2024/Q4,"880,91%","-83,72%","-214,02%","-198,77%","-195,02%","-213,71%",,"-90,14%"
DAT,DATAWALK,2025/Q1,"622,94%","-50,58%","-94,86%","-93,40%","-78,62%","-95,79%",,"-51,37%"
DEBICA,DEBICA,2004/Q4,"14,55%","9,50%","8,56%","6,73%","9,33%","8,36%","15,67%","12,09%"
DEBICA,DEBICA,2005/Q4,"8,47%","5,34%","5,05%","3,60%","5,08%","4,49%","11,35%","7,48%"
DEBICA,DEBICA,2006/Q1,"8,08%","4,88%","4,85%","3,52%","5,00%","4,38%","11,00%","6,71%"
DEBICA,DEBICA,2006/Q2,"5,66%","3,14%","3,45%","2,26%","5,43%","2,84%","11,36%","4,78%"
DEBICA,DEBICA,2006/Q3,"6,55%","3,63%","3,77%","2,59%","5,80%","3,24%","11,38%","5,27%"
DEBICA,DEBICA,2006/Q4,"9,95%","5,74%","5,01%","4,00%","7,01%","4,97%","12,13%","7,19%"
DEBICA,DEBICA,2007/Q1,"10,67%","6,24%","5,33%","4,29%","7,07%","5,33%","11,97%","7,75%"
DEBICA,DEBICA,2007/Q2,"12,06%","7,08%","5,84%","4,79%","5,85%","5,95%","10,71%","8,63%"
DEBICA,DEBICA,2007/Q3,"9,90%","5,68%","4,80%","4,06%","4,92%","5,05%","9,98%","6,72%"
DEBICA,DEBICA,2007/Q4,"8,91%","5,14%","4,74%","3,69%","5,07%","4,60%","10,65%","6,61%"
DEBICA,DEBICA,2008/Q1,"8,41%","4,76%","4,51%","3,69%","4,94%","4,60%","10,91%","5,82%"
DEBICA,DEBICA,2008/Q2,"9,41%","5,05%","5,16%","4,10%","5,77%","5,17%","11,93%","6,36%"
DEBICA,DEBICA,2008/Q3,"9,71%","5,12%","5,69%","4,23%","6,35%","5,28%","12,50%","6,88%"
DEBICA,DEBICA,2008/Q4,"12,88%","7,20%","8,56%","6,13%","10,48%","7,62%","16,29%","10,05%"
DEBICA,DEBICA,2009/Q1,"11,95%","6,95%","8,70%","5,77%","12,12%","7,17%","17,91%","10,48%"
DEBICA,DEBICA,2009/Q2,"10,82%","6,56%","8,18%","5,23%","12,02%","6,45%","17,68%","10,26%"
DEBICA,DEBICA,2009/Q3,"12,92%","7,99%","9,53%","6,63%","13,29%","8,23%","19,00%","11,49%"
DEBICA,DEBICA,2009/Q4,"9,62%","6,31%","7,24%","5,06%","9,75%","6,31%","15,50%","9,01%"
DEBICA,DEBICA,2010/Q1,"9,01%","5,63%","6,57%","4,70%","7,56%","5,86%","13,15%","7,87%"
DEBICA,DEBICA,2010/Q2,"9,46%","5,32%","6,63%","4,50%","7,23%","5,62%","12,77%","7,84%"
DEBICA,DEBICA,2010/Q3,"10,53%","5,84%","6,29%","4,66%","6,79%","5,81%","11,85%","7,88%"
DEBICA,DEBICA,2010/Q4,"10,63%","5,93%","6,15%","4,55%","6,77%","5,68%","12,09%","8,01%"
DEBICA,DEBICA,2011/Q1,"11,47%","6,52%","6,06%","4,77%","6,62%","5,93%","11,91%","8,30%"
DEBICA,DEBICA,2011/Q2,"13,01%","6,79%","5,78%","4,91%","6,23%","6,11%","11,43%","7,99%"
DEBICA,DEBICA,2011/Q3,"12,04%","5,88%","6,40%","4,40%","6,74%","5,49%","11,79%","8,55%"
DEBICA,DEBICA,2011/Q4,"11,10%","6,24%","5,81%","3,91%","5,94%","4,89%","10,53%","9,28%"
